Metabolite	Formula	Polarity (z)	Labeling	Ion Mode	RT Start (min)	RT End (min)	m/z Tolerance (ppm)	RT Tolerance (min)	mz	obs_mz	ppm	winner	is_global_winner	RT	RT_min	RT_max	RT_range	detections	S04426	S04427	S04428	S04429	S04430	S04431	S04432	S04433	S04434	S04435	SQ319_B_0	SQ319_B_1	SQ319_B_2	SQ319_B_3	SQ319_B_4	SQ319_B_5
Glycerol 3-phosphate-13C-2	C3H9O6P-13C-2	-	13C	ESI	11.5	13.0	10.0	0.2	173.0131	173.0133	1.1	SQ319_B_0	No	12.22	12.22	12.22	0.00	1	0	0	0	0	0	0	0	0	0	0	3926	0	0	0	0	0
Glycerol 3-phosphate-13C-3	C3H9O6P-13C-3	-	13C	ESI	11.5	13.0	10.0	0.2	174.0165	174.0157	-4.4	S04426	Yes	12.18	12.07	12.26	0.18	10	31191	4090	12166	4049	6593	6231	11712	4977	9473	24219	0	0	0	0	0	0
Phosphocreatine-13C-0	C4H10N3O5P-13C-0	-	13C	ESI	11.2	13.2	10.0	0.2	210.0285	210.0267	-8.7	S04430	Yes	11.85	11.68	11.89	0.21	6	8792	0	6413	8897	18417	8081	8526	0	0	0	0	0	0	0	0	0
Phosphocreatine-13C-1	C4H10N3O5P-13C-1	-	13C	ESI	11.2	13.2	10.0	0.2	211.0319	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phosphocreatine-13C-2	C4H10N3O5P-13C-2	-	13C	ESI	11.2	13.2	10.0	0.2	212.0352	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phosphocreatine-13C-3	C4H10N3O5P-13C-3	-	13C	ESI	11.2	13.2	10.0	0.2	213.0386	213.0399	6.1	S04435	No	12.05	11.90	12.05	0.15	5	0	0	0	0	0	0	0	4011	0	5047	0	0	0	2767	3021	4053
Phosphocreatine-13C-4	C4H10N3O5P-13C-4	-	13C	ESI	11.2	13.2	10.0	0.2	214.0420	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uracil-13C-0	C4H4N2O2-13C-0	+	13C	ESI	5.4	7.4	10.0	0.2	113.0346	113.0344	-1.4	S04427	Yes	6.83	6.59	7.07	0.48	15	16863	17703	11513	14341	9030	10483	11898	16230	16701	12203	3461	4145	3830	3518	0	3557
Uracil-13C-1	C4H4N2O2-13C-1	+	13C	ESI	5.4	7.4	10.0	0.2	114.0379	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uracil-13C-2	C4H4N2O2-13C-2	+	13C	ESI	5.4	7.4	10.0	0.2	115.0413	115.0410	-2.3	S04427	No	6.83	6.68	6.83	0.15	2	2604	6053	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uracil-13C-3	C4H4N2O2-13C-3	+	13C	ESI	5.4	7.4	10.0	0.2	116.0446	116.0454	6.7	SQ319_B_4	No	6.84	6.71	6.85	0.14	4	0	0	2225	0	2538	0	0	0	0	0	0	0	2448	0	2589	0
Uracil-13C-4	C4H4N2O2-13C-4	+	13C	ESI	5.4	7.4	10.0	0.2	117.0480	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fumaric acid-13C-0	C4H4O4-13C-0	-	13C	ESI	12.2	14.2	10.0	0.2	115.0037	115.0025	-10.3	S04435	Yes	13.17	13.01	13.34	0.33	14	126010	221597	370469	144148	129896	126700	0	0	345740	391064	15777	11504	26222	16793	28496	14412
Fumaric acid-13C-1	C4H4O4-13C-1	-	13C	ESI	12.2	14.2	10.0	0.2	116.0070	116.0062	-7.2	S04430	No	13.29	13.17	13.34	0.17	4	4338	5779	0	0	11414	7442	0	0	0	0	0	0	0	0	0	0
Fumaric acid-13C-2	C4H4O4-13C-2	-	13C	ESI	12.2	14.2	10.0	0.2	117.0104	117.0092	-10.2	S04433	No	13.22	13.17	13.34	0.17	9	17550	23859	38462	38797	0	33501	100915	141462	34894	79731	0	0	0	0	0	0
Fumaric acid-13C-3	C4H4O4-13C-3	-	13C	ESI	12.2	14.2	10.0	0.2	118.0137	118.0126	-9.7	S04428	No	13.17	13.17	13.30	0.13	8	0	25875	42983	19233	33141	21953	38818	0	29777	34837	0	0	0	0	0	0
Fumaric acid-13C-4	C4H4O4-13C-4	-	13C	ESI	12.2	14.2	10.0	0.2	119.0171	119.0159	-10.1	S04429	No	13.22	13.17	13.34	0.17	5	4353	5018	0	7152	0	4252	0	6100	0	0	0	0	0	0	0	0
Cytosine-13C-0	C4H5N3O-13C-0	+	13C	ESI	9.0	11.0	10.0	0.2	112.0505	112.0506	0.6	S04433	Yes	9.58	9.35	9.79	0.44	16	32492	30347	49566	41514	42868	28651	38770	58981	42200	35951	25972	33115	23695	29118	21589	21373
Cytosine-13C-1	C4H5N3O-13C-1	+	13C	ESI	9.0	11.0	10.0	0.2	113.0539	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cytosine-13C-2	C4H5N3O-13C-2	+	13C	ESI	9.0	11.0	10.0	0.2	114.0572	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cytosine-13C-3	C4H5N3O-13C-3	+	13C	ESI	9.0	11.0	10.0	0.2	115.0606	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cytosine-13C-4	C4H5N3O-13C-4	+	13C	ESI	9.0	11.0	10.0	0.2	116.0640	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Allantoin-13C-0	C4H6N4O3-13C-0	-	13C	ESI	9.3	11.3	10.0	0.2	157.0367	157.0356	-7.1	S04432	Yes	10.30	10.30	10.30	0.00	1	0	0	0	0	0	0	46451	0	0	0	0	0	0	0	0	0
Allantoin-13C-1	C4H6N4O3-13C-1	-	13C	ESI	9.3	11.3	10.0	0.2	158.0401	158.0387	-8.7	S04426	No	10.39	10.15	10.42	0.27	8	13972	11851	10006	7696	12789	8904	0	8210	11992	0	0	0	0	0	0	0
Allantoin-13C-2	C4H6N4O3-13C-2	-	13C	ESI	9.3	11.3	10.0	0.2	159.0434	159.0425	-5.8	S04435	No	10.17	10.15	10.17	0.02	2	0	0	0	0	0	0	0	6671	0	9368	0	0	0	0	0	0
Allantoin-13C-3	C4H6N4O3-13C-3	-	13C	ESI	9.3	11.3	10.0	0.2	160.0468	160.0476	5.1	SQ319_B_3	No	10.21	10.09	10.21	0.11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	11065	6368	0
Allantoin-13C-4	C4H6N4O3-13C-4	-	13C	ESI	9.3	11.3	10.0	0.2	161.0501	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acetoacetic acid-13C-0	C4H6O3-13C-0	-	13C	ESI	8.3	10.3	10.0	0.2	101.0244	101.0234	-10.1	SQ319_B_2	Yes	9.15	8.91	9.35	0.44	16	19950	11303	22756	19357	9157	9952	21374	11548	21209	10348	20886	8365	31265	19878	11123	10836
Acetoacetic acid-13C-1	C4H6O3-13C-1	-	13C	ESI	8.3	10.3	10.0	0.2	102.0278	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acetoacetic acid-13C-2	C4H6O3-13C-2	-	13C	ESI	8.3	10.3	10.0	0.2	103.0311	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acetoacetic acid-13C-3	C4H6O3-13C-3	-	13C	ESI	8.3	10.3	10.0	0.2	104.0345	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acetoacetic acid-13C-4	C4H6O3-13C-4	-	13C	ESI	8.3	10.3	10.0	0.2	105.0378	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Succinic acid-13C-0	C4H6O4-13C-0	-	13C	ESI	11.3	13.3	10.0	0.2	117.0193	117.0182	-9.7	S04434	Yes	12.46	12.37	12.55	0.18	16	305025	203448	248665	222876	220960	261224	305433	130594	456614	329897	87409	85427	95633	97688	81620	93489
Succinic acid-13C-1	C4H6O4-13C-1	-	13C	ESI	11.3	13.3	10.0	0.2	118.0227	118.0216	-9.2	S04429	No	12.52	12.39	12.55	0.16	8	11672	3532	0	12460	0	6132	4642	5755	9470	3385	0	0	0	0	0	0
Succinic acid-13C-2	C4H6O4-13C-2	-	13C	ESI	11.3	13.3	10.0	0.2	119.0260	119.0251	-7.9	S04430	No	12.39	12.39	12.55	0.17	9	16595	9724	17858	16864	27026	0	14093	8863	15742	19389	0	0	0	0	0	0
Succinic acid-13C-3	C4H6O4-13C-3	-	13C	ESI	11.3	13.3	10.0	0.2	120.0294	120.0285	-7.5	S04430	No	12.39	12.39	12.55	0.16	8	12196	0	5443	13887	25046	5300	10500	5786	10821	0	0	0	0	0	0	0
Succinic acid-13C-4	C4H6O4-13C-4	-	13C	ESI	11.3	13.3	10.0	0.2	121.0328	121.0320	-6.2	S04426	No	12.39	12.39	12.55	0.17	5	9297	4824	8179	0	3891	0	0	4414	0	0	0	0	0	0	0	0
L-Malic acid-13C-0	C4H6O5-13C-0	-	13C	ESI	12.2	14.2	10.0	0.2	133.0142	133.0129	-10.1	S04427	No	13.42	13.19	13.42	0.23	7	0	1069909	0	0	0	0	0	0	0	0	663269	195210	815554	627806	478273	600488
L-Malic acid-13C-1	C4H6O5-13C-1	-	13C	ESI	12.2	14.2	10.0	0.2	134.0176	134.0163	-9.7	S04435	Yes	13.28	13.15	13.42	0.27	15	399156	24809	746168	483087	668826	96103	0	903887	333826	1177662	5329	6291	15079	29985	21703	19388
L-Malic acid-13C-2	C4H6O5-13C-2	-	13C	ESI	12.2	14.2	10.0	0.2	135.0210	135.0196	-10.0	S04431	No	13.37	13.19	13.42	0.23	8	0	130390	0	0	0	536874	0	0	0	0	77831	24012	89156	66586	75167	98485
L-Malic acid-13C-3	C4H6O5-13C-3	-	13C	ESI	12.2	14.2	10.0	0.2	136.0243	136.0230	-9.6	S04434	No	13.15	13.15	13.42	0.27	9	0	99433	0	0	0	228040	0	0	845400	0	68851	16716	56224	53784	33532	38619
L-Malic acid-13C-4	C4H6O5-13C-4	-	13C	ESI	12.2	14.2	10.0	0.2	137.0277	137.0263	-10.0	S04432	No	13.30	13.15	13.42	0.27	14	677450	28880	0	409749	572724	55368	1000014	0	153366	650523	18904	15651	30250	18920	16622	15291
Creatinine-13C-0	C4H7N3O-13C-0	+	13C	ESI	5.2	7.2	10.0	0.2	114.0662	114.0661	-0.8	S04432	Yes	6.62	6.43	6.73	0.29	16	257533	356499	324081	371748	399642	219903	2647368	857649	179438	216278	71480	89958	89812	71937	113184	71759
Creatinine-13C-1	C4H7N3O-13C-1	+	13C	ESI	5.2	7.2	10.0	0.2	115.0695	115.0695	-0.4	S04432	No	6.62	6.55	6.66	0.11	11	0	2651	4815	9015	9371	3241	52362	12216	3264	2795	0	0	0	2236	2389	0
Creatinine-13C-2	C4H7N3O-13C-2	+	13C	ESI	5.2	7.2	10.0	0.2	116.0729	116.0725	-3.4	S04430	No	6.62	6.55	6.62	0.06	2	0	0	0	0	2566	0	0	0	0	2455	0	0	0	0	0	0
Creatinine-13C-3	C4H7N3O-13C-3	+	13C	ESI	5.2	7.2	10.0	0.2	117.0763	117.0769	5.5	SQ319_B_4	No	6.55	6.55	6.55	0.00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1967	0
Creatinine-13C-4	C4H7N3O-13C-4	+	13C	ESI	5.2	7.2	10.0	0.2	118.0796	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L-Aspartic acid-13C-0	C4H7NO4-13C-0	-	13C	ESI	10.8	12.8	10.0	0.2	132.0302	132.0289	-10.1	S04432	Yes	12.13	11.88	12.30	0.43	8	0	0	0	0	0	0	8951836	0	1342878	0	101309	27887	234857	41203	450746	50101
L-Aspartic acid-13C-1	C4H7NO4-13C-1	-	13C	ESI	10.8	12.8	10.0	0.2	133.0336	133.0323	-9.7	S04433	No	12.05	11.89	12.30	0.42	11	153272	418873	186093	0	364684	0	338199	700736	43135	543656	7188	0	5898	0	19813	0
L-Aspartic acid-13C-2	C4H7NO4-13C-2	-	13C	ESI	10.8	12.8	10.0	0.2	134.0369	134.0369	-0.3	SQ319_B_3	No	11.96	11.96	11.96	0.00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3110	0	0
L-Aspartic acid-13C-3	C4H7NO4-13C-3	-	13C	ESI	10.8	12.8	10.0	0.2	135.0403	135.0389	-10.3	S04427	No	12.03	11.89	12.30	0.42	9	975192	1833435	1254314	0	1270352	0	1122163	0	45317	1342962	0	0	17170	0	38810	0
L-Aspartic acid-13C-4	C4H7NO4-13C-4	-	13C	ESI	10.8	12.8	10.0	0.2	136.0437	136.0423	-9.9	S04431	No	12.02	11.89	12.30	0.42	10	294162	412126	315967	725713	279367	864665	307588	0	40745	257958	0	0	0	0	24091	0
L-Asparagine-13C-0	C4H8N2O3-13C-0	+	13C	ESI	10.3	12.3	10.0	0.2	133.0608	133.0603	-3.5	S04432	Yes	11.63	11.50	11.68	0.17	16	14678168	14851109	12811681	11294005	12096287	10981291	19381246	16412486	16046150	19372628	69319	13357	54298	10264	81156	9729
L-Asparagine-13C-1	C4H8N2O3-13C-1	+	13C	ESI	10.3	12.3	10.0	0.2	134.0641	134.0629	-9.1	S04431	No	11.67	11.59	11.68	0.09	13	400093	523422	495431	549782	564063	821648	382934	406546	248015	652398	1824	0	3306	0	6822	0
L-Asparagine-13C-2	C4H8N2O3-13C-2	+	13C	ESI	10.3	12.3	10.0	0.2	135.0675	135.0663	-8.7	S04430	No	11.66	11.59	11.68	0.09	15	153047	291890	197989	181920	309312	256303	136638	250507	120440	223949	7735	0	11498	1927	7967	1687
L-Asparagine-13C-3	C4H8N2O3-13C-3	+	13C	ESI	10.3	12.3	10.0	0.2	136.0708	136.0704	-3.2	S04434	No	11.64	11.63	11.67	0.04	8	19392	0	18003	0	14064	17952	15148	21215	61564	14936	0	0	0	0	0	0
L-Asparagine-13C-4	C4H8N2O3-13C-4	+	13C	ESI	10.3	12.3	10.0	0.2	137.0742	137.0736	-4.3	S04434	No	11.64	11.64	11.67	0.03	2	0	0	0	0	0	0	0	12942	17752	0	0	0	0	0	0	0
Ureidopropionic acid-13C-0	C4H8N2O3-13C-0	-	13C	ESI	10.4	12.4	10.0	0.2	131.0462	131.0449	-10.0	S04431	Yes	11.58	11.46	11.74	0.27	13	836316	895270	1003214	762712	996431	1019657	541663	637963	499289	827549	19624	0	18580	0	15103	0
Ureidopropionic acid-13C-1	C4H8N2O3-13C-1	-	13C	ESI	10.4	12.4	10.0	0.2	132.0496	132.0485	-8.1	S04434	No	11.49	11.47	11.70	0.23	5	0	14190	0	0	8510	0	0	9975	16733	15002	0	0	0	0	0	0
Ureidopropionic acid-13C-2	C4H8N2O3-13C-2	-	13C	ESI	10.4	12.4	10.0	0.2	133.0529	133.0525	-3.2	S04428	No	11.52	11.52	11.76	0.23	4	0	0	15504	0	11630	0	0	0	0	0	0	9116	0	7740	0	0
Ureidopropionic acid-13C-3	C4H8N2O3-13C-3	-	13C	ESI	10.4	12.4	10.0	0.2	134.0563	134.0575	9.1	SQ319_B_5	No	11.72	11.72	11.72	0.00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5559
Ureidopropionic acid-13C-4	C4H8N2O3-13C-4	-	13C	ESI	10.4	12.4	10.0	0.2	135.0596	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3-Hydroxybutyric acid-13C-0	C4H8O3-13C-0	-	13C	ESI	5.7	7.7	10.0	0.2	103.0401	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3-Hydroxybutyric acid-13C-1	C4H8O3-13C-1	-	13C	ESI	5.7	7.7	10.0	0.2	104.0434	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3-Hydroxybutyric acid-13C-2	C4H8O3-13C-2	-	13C	ESI	5.7	7.7	10.0	0.2	105.0468	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3-Hydroxybutyric acid-13C-3	C4H8O3-13C-3	-	13C	ESI	5.7	7.7	10.0	0.2	106.0501	106.0505	3.5	S04430	No	5.86	5.76	6.14	0.38	8	20713	0	0	0	27592	26955	0	13564	24606	0	21883	19800	0	0	0	16736
3-Hydroxybutyric acid-13C-4	C4H8O3-13C-4	-	13C	ESI	5.7	7.7	10.0	0.2	107.0535	107.0546	10.4	SQ319_B_2	Yes	5.96	5.76	6.18	0.42	16	144673	122754	141928	117660	172035	134110	128512	134843	115510	154630	151364	160022	173120	124500	147535	150246
Homocysteine-13C-0	C4H9NO2S-13C-0	-	13C	ESI	7.3	9.3	10.0	0.2	134.0281	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Homocysteine-13C-1	C4H9NO2S-13C-1	-	13C	ESI	7.3	9.3	10.0	0.2	135.0315	135.0302	-9.5	S04434	Yes	7.75	7.50	7.93	0.43	16	232079	184178	179025	210354	214828	197761	188380	232828	241319	177571	182811	209783	189480	194595	139624	154532
Homocysteine-13C-2	C4H9NO2S-13C-2	-	13C	ESI	7.3	9.3	10.0	0.2	136.0348	136.0337	-8.3	S04428	No	7.61	7.50	7.84	0.34	4	0	0	13921	10281	0	0	0	0	0	0	10801	0	0	13107	0	0
Homocysteine-13C-3	C4H9NO2S-13C-3	-	13C	ESI	7.3	9.3	10.0	0.2	137.0382	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Homocysteine-13C-4	C4H9NO2S-13C-4	-	13C	ESI	7.3	9.3	10.0	0.2	138.0415	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L-Threonine-13C-0	C4H9NO3-13C-0	-	13C	ESI	9.5	11.5	10.0	0.2	118.0510	118.0498	-9.9	S04432	Yes	10.76	10.70	10.98	0.28	13	175131	186191	198140	215038	231458	227428	315971	86153	191234	192710	0	4766	0	0	2912	4758
L-Threonine-13C-1	C4H9NO3-13C-1	-	13C	ESI	9.5	11.5	10.0	0.2	119.0543	119.0534	-7.7	S04434	No	10.93	10.93	10.93	0.00	1	0	0	0	0	0	0	0	0	5493	0	0	0	0	0	0	0
L-Threonine-13C-2	C4H9NO3-13C-2	-	13C	ESI	9.5	11.5	10.0	0.2	120.0577	120.0569	-6.5	SQ319_B_2	No	10.74	10.74	10.98	0.25	5	0	0	0	0	0	0	0	0	0	0	8614	0	12767	9635	6710	10012
L-Threonine-13C-3	C4H9NO3-13C-3	-	13C	ESI	9.5	11.5	10.0	0.2	121.0610	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L-Threonine-13C-4	C4H9NO3-13C-4	-	13C	ESI	9.5	11.5	10.0	0.2	122.0644	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L-Glutamine-13C-0	C5H10N2O3-13C-0	+	13C	ESI	10.1	12.1	10.0	0.2	147.0764	147.0758	-4.2	S04435	Yes	11.44	11.35	11.47	0.12	16	585710400	573633216	479141472	436912064	469308704	428073408	609590464	609557312	558248064	677734848	3291454	36365	2469890	50280	3136017	46827
L-Glutamine-13C-1	C5H10N2O3-13C-1	+	13C	ESI	10.1	12.1	10.0	0.2	148.0798	148.0789	-5.9	S04435	No	11.44	11.35	11.45	0.11	14	36916856	37724056	31229224	28000714	29587056	27640246	39501180	39635440	35295536	43699312	87578	0	66757	1643	109990	0
L-Glutamine-13C-2	C5H10N2O3-13C-2	+	13C	ESI	10.1	12.1	10.0	0.2	149.0831	149.0821	-6.9	S04433	No	11.45	11.35	11.47	0.12	15	842607	697472	732987	579155	751185	643187	1415343	1420630	1124736	1049679	9921	12606	10716	8793	0	7861
L-Glutamine-13C-3	C5H10N2O3-13C-3	+	13C	ESI	10.1	12.1	10.0	0.2	150.0865	150.0860	-3.2	S04433	No	11.45	11.40	11.45	0.05	10	53801	57149	88956	73384	64837	85219	207505	233518	173244	113180	0	0	0	0	0	0
L-Glutamine-13C-4	C5H10N2O3-13C-4	+	13C	ESI	10.1	12.1	10.0	0.2	151.0898	151.0890	-5.5	S04432	No	11.43	11.40	11.45	0.05	10	132828	49740	154972	92960	141707	135977	328650	291240	170132	238866	0	0	0	0	0	0
L-Glutamine-13C-5	C5H10N2O3-13C-5	+	13C	ESI	10.1	12.1	10.0	0.2	152.0932	152.0922	-6.5	S04432	No	11.43	11.43	11.45	0.02	2	0	0	0	0	0	0	147917	146171	0	0	0	0	0	0	0	0
L-Methionine-13C-0	C5H11NO2S-13C-0	+	13C	ESI	6.8	8.8	10.0	0.2	150.0583	150.0578	-3.5	S04432	Yes	8.15	8.12	8.19	0.07	13	11536881	11679027	8437881	8046730	9412390	7880346	16450378	11523933	11326680	15731340	4904	0	4094	0	3838	0
L-Methionine-13C-1	C5H11NO2S-13C-1	+	13C	ESI	6.8	8.8	10.0	0.2	151.0617	151.0612	-3.2	S04432	No	8.15	8.12	8.27	0.16	12	339628	425941	334948	354809	295696	277747	717779	455734	307843	629798	0	2522	0	0	0	3307
L-Methionine-13C-2	C5H11NO2S-13C-2	+	13C	ESI	6.8	8.8	10.0	0.2	152.0650	152.0647	-2.2	S04432	No	8.15	8.15	8.15	0.00	2	0	5187	0	0	0	0	9232	0	0	0	0	0	0	0	0	0
L-Methionine-13C-3	C5H11NO2S-13C-3	+	13C	ESI	6.8	8.8	10.0	0.2	153.0684	153.0681	-1.9	S04433	No	8.15	8.15	8.15	0.00	3	0	6117	0	0	0	0	20725	20842	0	0	0	0	0	0	0	0
L-Methionine-13C-4	C5H11NO2S-13C-4	+	13C	ESI	6.8	8.8	10.0	0.2	154.0717	154.0714	-2.2	S04433	No	8.15	7.98	8.27	0.30	14	161842	212211	215058	161649	154683	187070	716187	719808	279521	417502	0	4082	0	3066	2367	2656
L-Methionine-13C-5	C5H11NO2S-13C-5	+	13C	ESI	6.8	8.8	10.0	0.2	155.0751	155.0749	-1.3	S04432	No	8.15	8.12	8.16	0.04	10	93396	141824	104415	137917	118345	119704	161152	125722	116025	130849	0	0	0	0	0	0
Ornithine-13C-0	C5H12N2O2-13C-0	+	13C	ESI	15.3	17.3	10.0	0.2	133.0972	133.0967	-3.4	S04433	Yes	17.32	17.31	17.34	0.03	16	1268693	975821	1127082	909741	1031678	703565	1990281	3181591	1251768	2162493	60536	21733	74306	13294	263686	24170
Ornithine-13C-1	C5H12N2O2-13C-1	+	13C	ESI	15.3	17.3	10.0	0.2	134.1005	134.1002	-2.3	S04433	No	17.32	17.31	17.34	0.03	12	25308	16444	23020	23680	25195	14970	54509	104639	27302	62342	0	0	2487	0	5988	0
Ornithine-13C-2	C5H12N2O2-13C-2	+	13C	ESI	15.3	17.3	10.0	0.2	135.1039	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ornithine-13C-3	C5H12N2O2-13C-3	+	13C	ESI	15.3	17.3	10.0	0.2	136.1072	136.1071	-0.9	S04435	No	17.32	17.32	17.34	0.02	10	0	2718	2560	9850	5976	1381	8444	2659	5722	10524	0	0	0	0	1645	0
Ornithine-13C-4	C5H12N2O2-13C-4	+	13C	ESI	15.3	17.3	10.0	0.2	137.1106	137.1102	-2.7	S04432	No	17.34	17.32	17.34	0.02	10	0	2763	7198	2400	7763	2314	10962	7965	5880	8710	0	0	0	0	1522	0
Ornithine-13C-5	C5H12N2O2-13C-5	+	13C	ESI	15.3	17.3	10.0	0.2	138.1139	138.1127	-8.9	S04427	No	17.33	17.32	17.33	0.01	2	0	3576	0	0	0	0	0	0	0	2304	0	0	0	0	0	0
5-Phosphoribosylamine-13C-0	C5H12NO7P-13C-0	-	13C	ESI	11.5	13.5	10.0	0.2	228.0279	228.0301	9.8	S04434	Yes	11.58	11.58	11.58	0.00	1	0	0	0	0	0	0	0	0	6233	0	0	0	0	0	0	0
5-Phosphoribosylamine-13C-1	C5H12NO7P-13C-1	-	13C	ESI	11.5	13.5	10.0	0.2	229.0312	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5-Phosphoribosylamine-13C-2	C5H12NO7P-13C-2	-	13C	ESI	11.5	13.5	10.0	0.2	230.0346	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5-Phosphoribosylamine-13C-3	C5H12NO7P-13C-3	-	13C	ESI	11.5	13.5	10.0	0.2	231.0379	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5-Phosphoribosylamine-13C-4	C5H12NO7P-13C-4	-	13C	ESI	11.5	13.5	10.0	0.2	232.0413	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5-Phosphoribosylamine-13C-5	C5H12NO7P-13C-5	-	13C	ESI	11.5	13.5	10.0	0.2	233.0446	233.0433	-5.7	S04427	No	11.59	11.59	11.59	0.00	1	0	5652	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phosphoribosyl pyrophosphate-13C-0	C5H13O14P3-13C-0	-	13C	ESI	15.0	18.0	10.0	0.2	388.9445	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phosphoribosyl pyrophosphate-13C-1	C5H13O14P3-13C-1	-	13C	ESI	15.0	18.0	10.0	0.2	389.9479	389.9459	-5.1	SQ319_B_4	No	17.02	17.02	17.26	0.23	2	0	0	0	0	0	0	1742	0	0	0	0	0	0	0	1988	0
Phosphoribosyl pyrophosphate-13C-2	C5H13O14P3-13C-2	-	13C	ESI	15.0	18.0	10.0	0.2	390.9512	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phosphoribosyl pyrophosphate-13C-3	C5H13O14P3-13C-3	-	13C	ESI	15.0	18.0	10.0	0.2	391.9546	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phosphoribosyl pyrophosphate-13C-4	C5H13O14P3-13C-4	-	13C	ESI	15.0	18.0	10.0	0.2	392.9580	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phosphoribosyl pyrophosphate-13C-5	C5H13O14P3-13C-5	-	13C	ESI	15.0	18.0	10.0	0.2	393.9613	393.9575	-9.7	S04429	Yes	17.27	17.17	17.27	0.10	2	0	0	0	2635	0	0	0	0	0	0	2273	0	0	0	0	0
